id,name,description,mun_red,CO_REGSAUD
3127388,Goianá,Goianá,312738,31097
3127404,Gonçalves,Gonçalves,312740,31003
3127503,Gonzaga,Gonzaga,312750,31036
3127602,Gouveia,Gouveia,312760,31026
3127701,Governador Valadares,Governador Valadares,312770,31036
3127800,Grão Mogol,Grão Mogol,312780,31051
3127909,Grupiara,Grupiara,312790,31074
3128006,Guanhães,Guanhães,312800,31020
3128105,Guapé,Guapé,312810,31093
3128204,Guaraciaba,Guaraciaba,312820,31060
3128253,Guaraciama,Guaraciama,312825,31083
3128303,Guaranésia,Guaranésia,312830,31002
3128402,Guarani,Guarani,312840,31048
3128501,Guarará,Guarará,312850,31047
3128600,Guarda-Mor,Guarda-Mor,312860,31057
3128709,Guaxupé,Guaxupé,312870,31002
3128808,Guidoval,Guidoval,312880,31048
3128907,Guimarânia,Guimarânia,312890,31057
3129004,Guiricema,Guiricema,312900,31048
3129103,Gurinhatã,Gurinhatã,312910,31073
3129202,Heliodora,Heliodora,312920,31007
3129301,Iapu,Iapu,312930,31037
3129400,Ibertioga,Ibertioga,312940,31013
3129509,Ibiá,Ibiá,312950,31070
3129608,Ibiaí,Ibiaí,312960,31055
3129657,Ibiracatu,Ibiracatu,312965,31049
3129707,Ibiraci,Ibiraci,312970,31091
3129806,Ibirité,Ibirité,312980,31018
3129905,Ibitiúra de Minas,Ibitiúra de Minas,312990,31006
3130002,Ibituruna,Ibituruna,313000,31015
3130051,Icaraí de Minas,Icaraí de Minas,313005,31049
3130101,Igarapé,Igarapé,313010,31017
3130200,Igaratinga,Igaratinga,313020,31032
3130309,Iguatama,Iguatama,313030,31030
3130408,Ijaci,Ijaci,313040,31004
3130507,Ilicínea,Ilicínea,313050,31011
3130556,Imbé de Minas,Imbé de Minas,313055,31034
3130606,Inconfidentes,Inconfidentes,313060,31007
3130655,Indaiabira,Indaiabira,313065,31085
3130705,Indianópolis,Indianópolis,313070,31075
3130804,Ingaí,Ingaí,313080,31004
3130903,Inhapim,Inhapim,313090,31034
3131000,Inhaúma,Inhaúma,313100,31024
3131109,Inimutaba,Inimutaba,313110,31019
3131158,Ipaba,Ipaba,313115,31037
3131208,Ipanema,Ipanema,313120,31059
3131307,Ipatinga,Ipatinga,313130,31037
3131406,Ipiaçu,Ipiaçu,313140,31073
3131505,Ipuiúna,Ipuiúna,313150,31007
3131604,Iraí de Minas,Iraí de Minas,313160,31074
3131703,Itabira,Itabira,313170,31021
3131802,Itabirinha,Itabirinha,313180,31038
3131901,Itabirito,Itabirito,313190,31022
3132008,Itacambira,Itacambira,313200,31084
3132107,Itacarambi,Itacarambi,313210,31053
3132206,Itaguara,Itaguara,313220,31031
3132305,Itaipé,Itaipé,313230,31067
3132404,Itajubá,Itajubá,313240,31003
3132503,Itamarandiba,Itamarandiba,313250,31026
3132602,Itamarati de Minas,Itamarati de Minas,313260,31044
3132701,Itambacuri,Itambacuri,313270,31096
3132800,Itambé do Mato Dentro,Itambé do Mato Dentro,313280,31021
3132909,Itamogi,Itamogi,313290,31009
3133006,Itamonte,Itamonte,313300,31008
3133105,Itanhandu,Itanhandu,313310,31008
3133204,Itanhomi,Itanhomi,313320,31036
3133303,Itaobim,Itaobim,313330,31065
3133402,Itapagipe,Itapagipe,313340,31071
3133501,Itapecerica,Itapecerica,313350,31086
3133600,Itapeva,Itapeva,313360,31007
3133709,Itatiaiuçu,Itatiaiuçu,313370,31031
3133758,Itaú de Minas,Itaú de Minas,313375,31092
3133808,Itaúna,Itaúna,313380,31031
3133907,Itaverava,Itaverava,313390,31079
3134004,Itinga,Itinga,313400,31065
3134103,Itueta,Itueta,313410,31040
3134202,Ituiutaba,Ituiutaba,313420,31073
3134301,Itumirim,Itumirim,313430,31004
3134400,Iturama,Iturama,313440,31071
3134509,Itutinga,Itutinga,313450,31004
3134608,Jaboticatubas,Jaboticatubas,313460,31016
3134707,Jacinto,Jacinto,313470,31094
3134806,Jacuí,Jacuí,313480,31009
3134905,Jacutinga,Jacutinga,313490,31007
3135001,Jaguaraçu,Jaguaraçu,313500,31035
3135050,Jaíba,Jaíba,313505,31052
3135076,Jampruca,Jampruca,313507,31036
3135100,Janaúba,Janaúba,313510,31052
3135209,Januária,Januária,313520,31053
3135308,Japaraíba,Japaraíba,313530,31087
3135357,Japonvar,Japonvar,313535,31049
3135407,Jeceaba,Jeceaba,313540,31078
3135456,Jenipapo de Minas,Jenipapo de Minas,313545,31064
3135506,Jequeri,Jequeri,313550,31060
3135605,Jequitaí,Jequitaí,313560,31050
3135704,Jequitibá,Jequitibá,313570,31024
3135803,Jequitinhonha,Jequitinhonha,313580,31094
3135902,Jesuânia,Jesuânia,313590,31008
3136009,Joaíma,Joaíma,313600,31094
3136108,Joanésia,Joanésia,313610,31037
3136207,João Monlevade,João Monlevade,313620,31023
3136306,João Pinheiro,João Pinheiro,313630,31077
3136405,Joaquim Felício,Joaquim Felício,313640,31083
3136504,Jordânia,Jordânia,313650,31094
3136520,José Gonçalves de Minas,José Gonçalves de Minas,313652,31027
3136553,José Raydan,José Raydan,313655,31081
3136579,Josenópolis,Josenópolis,313657,31051
3136603,Nova União,Nova União,313660,31016
3136652,Juatuba,Juatuba,313665,31017
3136702,Juiz de Fora,Juiz de Fora,313670,31097
3136801,Juramento,Juramento,313680,31084
3136900,Juruaia,Juruaia,313690,31002
3136959,Juvenília,Juvenília,313695,31076
3137007,Ladainha,Ladainha,313700,31099
3137106,Lagamar,Lagamar,313710,31057
3137205,Lagoa da Prata,Lagoa da Prata,313720,31087
3137304,Lagoa dos Patos,Lagoa dos Patos,313730,31050
3137403,Lagoa Dourada,Lagoa Dourada,313740,31015
3137502,Lagoa Formosa,Lagoa Formosa,313750,31057
3137536,Lagoa Grande,Lagoa Grande,313753,31077
3137601,Lagoa Santa,Lagoa Santa,313760,31025
3137700,Lajinha,Lajinha,313770,31059
3137809,Lambari,Lambari,313780,31008
3137908,Lamim,Lamim,313790,31079
3138005,Laranjal,Laranjal,313800,31044
3138104,Lassance,Lassance,313810,31055
3138203,Lavras,Lavras,313820,31004
3138302,Leandro Ferreira,Leandro Ferreira,313830,31032
3138351,Leme do Prado,Leme do Prado,313835,31027
3138401,Leopoldina,Leopoldina,313840,31044
3138500,Liberdade,Liberdade,313850,31090
3138609,Lima Duarte,Lima Duarte,313860,31090
3138625,Limeira do Oeste,Limeira do Oeste,313862,31071
3138658,Lontra,Lontra,313865,31049
3138674,Luisburgo,Luisburgo,313867,31059
3138682,Luislândia,Luislândia,313868,31049
3138708,Luminárias,Luminárias,313870,31004
3138807,Luz,Luz,313880,31028
3138906,Machacalis,Machacalis,313890,31062
3139003,Machado,Machado,313900,31001
3139102,Madre de Deus de Minas,Madre de Deus de Minas,313910,31015
3139201,Malacacheta,Malacacheta,313920,31099
3139250,Mamonas,Mamonas,313925,31052
3139300,Manga,Manga,313930,31076
3139409,Manhuaçu,Manhuaçu,313940,31059
3139508,Manhumirim,Manhumirim,313950,31059
3139607,Mantena,Mantena,313960,31038
3139706,Maravilhas,Maravilhas,313970,31024
3139805,Mar de Espanha,Mar de Espanha,313980,31047
3139904,Maria da Fé,Maria da Fé,313990,31003
3140001,Mariana,Mariana,314000,31022
3140100,Marilac,Marilac,314010,31036
3140159,Mário Campos,Mário Campos,314015,31017
3140209,Maripá de Minas,Maripá de Minas,314020,31047
3140308,Marliéria,Marliéria,314030,31035
3140407,Marmelópolis,Marmelópolis,314040,31003
3140506,Martinho Campos,Martinho Campos,314050,31028
3140530,Martins Soares,Martins Soares,314053,31059
3140555,Mata Verde,Mata Verde,314055,31094
3140605,Materlândia,Materlândia,314060,31020
3140704,Mateus Leme,Mateus Leme,314070,31017
3140803,Matias Barbosa,Matias Barbosa,314080,31097
3140852,Matias Cardoso,Matias Cardoso,314085,31052
3140902,Matipó,Matipó,314090,31059
3141009,Mato Verde,Mato Verde,314100,31052
3141108,Matozinhos,Matozinhos,314110,31025
3141207,Matutina,Matutina,314120,31082
3141306,Medeiros,Medeiros,314130,31030
3141405,Medina,Medina,314140,31065
3141504,Mendes Pimentel,Mendes Pimentel,314150,31038
3141603,Mercês,Mercês,314160,31048
3141702,Mesquita,Mesquita,314170,31037
3141801,Minas Novas,Minas Novas,314180,31027
3141900,Minduri,Minduri,314190,31008
3142007,Mirabela,Mirabela,314200,31084
3142106,Miradouro,Miradouro,314210,31045
3142205,Miraí,Miraí,314220,31045
3142254,Miravânia,Miravânia,314225,31076
3142304,Moeda,Moeda,314230,31016
3142403,Moema,Moema,314240,31028
3142502,Monjolos,Monjolos,314250,31019
3142601,Monsenhor Paulo,Monsenhor Paulo,314260,31012
3142700,Montalvânia,Montalvânia,314270,31076
3142809,Monte Alegre de Minas,Monte Alegre de Minas,314280,31075
3142908,Monte Azul,Monte Azul,314290,31052
3143005,Monte Belo,Monte Belo,314300,31002
3143104,Monte Carmelo,Monte Carmelo,314310,31074
3143153,Monte Formoso,Monte Formoso,314315,31065
3143203,Monte Santo de Minas,Monte Santo de Minas,314320,31009
3143302,Montes Claros,Montes Claros,314330,31084
3143401,Monte Sião,Monte Sião,314340,31007
3143450,Montezuma,Montezuma,314345,31085
3143500,Morada Nova de Minas,Morada Nova de Minas,314350,31024
3143609,Morro da Garça,Morro da Garça,314360,31019
3143708,Morro do Pilar,Morro do Pilar,314370,31021
3143807,Munhoz,Munhoz,314380,31007
3143906,Muriaé,Muriaé,314390,31045
3144003,Mutum,Mutum,314400,31059
3144102,Muzambinho,Muzambinho,314410,31002
3144201,Nacip Raydan,Nacip Raydan,314420,31036
3144300,Nanuque,Nanuque,314430,31066
3144359,Naque,Naque,314435,31037
3144375,Natalândia,Natalândia,314437,31058
3144409,Natércia,Natércia,314440,31007
3144508,Nazareno,Nazareno,314450,31015
3144607,Nepomuceno,Nepomuceno,314460,31004
3144656,Ninheira,Ninheira,314465,31085
3144672,Nova Belém,Nova Belém,314467,31038
3144706,Nova Era,Nova Era,314470,31023
3144805,Nova Lima,Nova Lima,314480,31016
3144904,Nova Módica,Nova Módica,314490,31096
3145000,Nova Ponte,Nova Ponte,314500,31075
3145059,Nova Porteirinha,Nova Porteirinha,314505,31052
3145109,Nova Resende,Nova Resende,314510,31092
3145208,Nova Serrana,Nova Serrana,314520,31032
3145307,Novo Cruzeiro,Novo Cruzeiro,314530,31099
3145356,Novo Oriente de Minas,Novo Oriente de Minas,314535,31099
3145372,Novorizonte,Novorizonte,314537,31098
3145406,Olaria,Olaria,314540,31090
3145455,Olhos-d'Água,Olhos-d'Água,314545,31083
3145505,Olímpio Noronha,Olímpio Noronha,314550,31008
3145604,Oliveira,Oliveira,314560,31088
3145703,Oliveira Fortes,Oliveira Fortes,314570,31046
3145802,Onça de Pitangui,Onça de Pitangui,314580,31032
3145851,Oratórios,Oratórios,314585,31060
3145877,Orizânia,Orizânia,314587,31042
3145901,Ouro Branco,Ouro Branco,314590,31078
3146008,Ouro Fino,Ouro Fino,314600,31007
3146107,Ouro Preto,Ouro Preto,314610,31022
3146206,Ouro Verde de Minas,Ouro Verde de Minas,314620,31099
3146255,Padre Carvalho,Padre Carvalho,314625,31098
3146305,Padre Paraíso,Padre Paraíso,314630,31067
3146404,Paineiras,Paineiras,314640,31024
3146503,Pains,Pains,314650,31030
3146552,Pai Pedro,Pai Pedro,314655,31052
3146602,Paiva,Paiva,314660,31013
3146701,Palma,Palma,314670,31044
3146750,Palmópolis,Palmópolis,314675,31094
3146909,Papagaios,Papagaios,314690,31024
3147006,Paracatu,Paracatu,314700,31058
3147105,Pará de Minas,Pará de Minas,314710,31032
3147204,Paraguaçu,Paraguaçu,314720,31001
3147303,Paraisópolis,Paraisópolis,314730,31003
3147402,Paraopeba,Paraopeba,314740,31024
3147501,Passabém,Passabém,314750,31021
3147600,Passa Quatro,Passa Quatro,314760,31008
3147709,Passa Tempo,Passa Tempo,314770,31088
3147808,Passa-Vinte,Passa-Vinte,314780,31090
3147907,Passos,Passos,314790,31092
3147956,Patis,Patis,314795,31049
3148004,Patos de Minas,Patos de Minas,314800,31057
3148103,Patrocínio,Patrocínio,314810,31074
3148202,Patrocínio do Muriaé,Patrocínio do Muriaé,314820,31045
3148301,Paula Cândido,Paula Cândido,314830,31061
3148400,Paulistas,Paulistas,314840,31080
3148509,Pavão,Pavão,314850,31062
3148608,Peçanha,Peçanha,314860,31080
3148707,Pedra Azul,Pedra Azul,314870,31068
3148756,Pedra Bonita,Pedra Bonita,314875,31042
3148806,Pedra do Anta,Pedra do Anta,314880,31061
3148905,Pedra do Indaiá,Pedra do Indaiá,314890,31087
3149002,Pedra Dourada,Pedra Dourada,314900,31042
3149101,Pedralva,Pedralva,314910,31003
3149150,Pedras de Maria da Cruz,Pedras de Maria da Cruz,314915,31053
3149200,Pedrinópolis,Pedrinópolis,314920,31070
3149309,Pedro Leopoldo,Pedro Leopoldo,314930,31025
3149408,Pedro Teixeira,Pedro Teixeira,314940,31090
3149507,Pequeri,Pequeri,314950,31047
3149606,Pequi,Pequi,314960,31024
3149705,Perdigão,Perdigão,314970,31086
3149804,Perdizes,Perdizes,314980,31070
3149903,Perdões,Perdões,314990,31004
3149952,Periquito,Periquito,314995,31037
3150000,Pescador,Pescador,315000,31096
3150109,Piau,Piau,315010,31097
3150158,Piedade de Caratinga,Piedade de Caratinga,315015,31034
3150208,Piedade de Ponte Nova,Piedade de Ponte Nova,315020,31060
3150307,Piedade do Rio Grande,Piedade do Rio Grande,315030,31015
3150406,Piedade dos Gerais,Piedade dos Gerais,315040,31017
3150505,Pimenta,Pimenta,315050,31093
3150539,Pingo-d'Água,Pingo-d'Água,315053,31035
3150570,Pintópolis,Pintópolis,315057,31049
3150604,Piracema,Piracema,315060,31031
3150703,Pirajuba,Pirajuba,315070,31071
3150802,Piranga,Piranga,315080,31079
3150901,Piranguçu,Piranguçu,315090,31003
3151008,Piranguinho,Piranguinho,315100,31003
3151107,Pirapetinga,Pirapetinga,315110,31041
3151206,Pirapora,Pirapora,315120,31055
3151305,Piraúba,Piraúba,315130,31048
3151404,Pitangui,Pitangui,315140,31032
3151503,Piumhi,Piumhi,315150,31093
3151602,Planura,Planura,315160,31071
3151701,Poço Fundo,Poço Fundo,315170,31001
3151800,Poços de Caldas,Poços de Caldas,315180,31006
3151909,Pocrane,Pocrane,315190,31059
3152006,Pompéu,Pompéu,315200,31024
3152105,Ponte Nova,Ponte Nova,315210,31060
3152131,Ponto Chique,Ponto Chique,315213,31055
3152170,Ponto dos Volantes,Ponto dos Volantes,315217,31065
3152204,Porteirinha,Porteirinha,315220,31052
3152303,Porto Firme,Porto Firme,315230,31061
3152402,Poté,Poté,315240,31099
3152501,Pouso Alegre,Pouso Alegre,315250,31007
3152600,Pouso Alto,Pouso Alto,315260,31008
3152709,Prados,Prados,315270,31015
3152808,Prata,Prata,315280,31075
3152907,Pratápolis,Pratápolis,315290,31009
3153004,Pratinha,Pratinha,315300,31070
3153103,Presidente Bernardes,Presidente Bernardes,315310,31048
3153202,Presidente Juscelino,Presidente Juscelino,315320,31019
3153301,Presidente Kubitschek,Presidente Kubitschek,315330,31026
3153400,Presidente Olegário,Presidente Olegário,315340,31057
3153509,Alto Jequitibá,Alto Jequitibá,315350,31059
3153608,Prudente de Morais,Prudente de Morais,315360,31024
3153707,Quartel Geral,Quartel Geral,315370,31024
3153806,Queluzito,Queluzito,315380,31079
3153905,Raposos,Raposos,315390,31016
3154002,Raul Soares,Raul Soares,315400,31060
3154101,Recreio,Recreio,315410,31044
3154150,Reduto,Reduto,315415,31059
3154200,Resende Costa,Resende Costa,315420,31015
3154309,Resplendor,Resplendor,315430,31040
3154408,Ressaquinha,Ressaquinha,315440,31013
3154457,Riachinho,Riachinho,315445,31058
3154507,Riacho dos Machados,Riacho dos Machados,315450,31052
3154606,Ribeirão das Neves,Ribeirão das Neves,315460,31016
3154705,Ribeirão Vermelho,Ribeirão Vermelho,315470,31004
3154804,Rio Acima,Rio Acima,315480,31016
3154903,Rio Casca,Rio Casca,315490,31060
3155009,Rio Doce,Rio Doce,315500,31060
3155108,Rio do Prado,Rio do Prado,315510,31094
3155207,Rio Espera,Rio Espera,315520,31079
3155306,Rio Manso,Rio Manso,315530,31017
3155405,Rio Novo,Rio Novo,315540,31097
3155504,Rio Paranaíba,Rio Paranaíba,315550,31082
3155603,Rio Pardo de Minas,Rio Pardo de Minas,315560,31085
3155702,Rio Piracicaba,Rio Piracicaba,315570,31023
3155801,Rio Pomba,Rio Pomba,315580,31048
3155900,Rio Preto,Rio Preto,315590,31090
3156007,Rio Vermelho,Rio Vermelho,315600,31020
3156106,Ritápolis,Ritápolis,315610,31015
3156205,Rochedo de Minas,Rochedo de Minas,315620,31047
3156304,Rodeiro,Rodeiro,315630,31048
3156403,Romaria,Romaria,315640,31074
3156452,Rosário da Limeira,Rosário da Limeira,315645,31045
3156502,Rubelita,Rubelita,315650,31098
3156601,Rubim,Rubim,315660,31094
3156700,Sabará,Sabará,315670,31016
3156809,Sabinópolis,Sabinópolis,315680,31020
3156908,Sacramento,Sacramento,315690,31072
3157005,Salinas,Salinas,315700,31098
3157104,Salto da Divisa,Salto da Divisa,315710,31094
3157203,Santa Bárbara,Santa Bárbara,315720,31021
3157252,Santa Bárbara do Leste,Santa Bárbara do Leste,315725,31034
3157278,Santa Bárbara do Monte Verde,Santa Bárbara do Monte Verde,315727,31090
3157302,Santa Bárbara do Tugúrio,Santa Bárbara do Tugúrio,315730,31013
3157336,Santa Cruz de Minas,Santa Cruz de Minas,315733,31015
3157377,Santa Cruz de Salinas,Santa Cruz de Salinas,315737,31098
3157401,Santa Cruz do Escalvado,Santa Cruz do Escalvado,315740,31060
3157500,Santa Efigênia de Minas,Santa Efigênia de Minas,315750,31036
3157609,Santa Fé de Minas,Santa Fé de Minas,315760,31055
3157658,Santa Helena de Minas,Santa Helena de Minas,315765,31062
3157708,Santa Juliana,Santa Juliana,315770,31070
3157807,Santa Luzia,Santa Luzia,315780,31016
3157906,Santa Margarida,Santa Margarida,315790,31059
3158003,Santa Maria de Itabira,Santa Maria de Itabira,315800,31021
3158102,Santa Maria do Salto,Santa Maria do Salto,315810,31094
3158201,Santa Maria do Suaçuí,Santa Maria do Suaçuí,315820,31081
3158300,Santana da Vargem,Santana da Vargem,315830,31011
3158409,Santana de Cataguases,Santana de Cataguases,315840,31044
3158508,Santana de Pirapama,Santana de Pirapama,315850,31024
3158607,Santana do Deserto,Santana do Deserto,315860,31097
3158706,Santana do Garambéu,Santana do Garambéu,315870,31013
3158805,Santana do Jacaré,Santana do Jacaré,315880,31089
3158904,Santana do Manhuaçu,Santana do Manhuaçu,315890,31059
3158953,Santana do Paraíso,Santana do Paraíso,315895,31037
3159001,Santana do Riacho,Santana do Riacho,315900,31025
3159100,Santana dos Montes,Santana dos Montes,315910,31079
3159209,Santa Rita de Caldas,Santa Rita de Caldas,315920,31006
3159308,Santa Rita de Jacutinga,Santa Rita de Jacutinga,315930,31090
3159357,Santa Rita de Minas,Santa Rita de Minas,315935,31034
3159407,Santa Rita de Ibitipoca,Santa Rita de Ibitipoca,315940,31013
3159506,Santa Rita do Itueto,Santa Rita do Itueto,315950,31040
3159605,Santa Rita do Sapucaí,Santa Rita do Sapucaí,315960,31007
3159704,Santa Rosa da Serra,Santa Rosa da Serra,315970,31082
3159803,Santa Vitória,Santa Vitória,315980,31073
3159902,Santo Antônio do Amparo,Santo Antônio do Amparo,315990,31088
3160009,Santo Antônio do Aventureiro,Santo Antônio do Aventureiro,316000,31041
3160108,Santo Antônio do Grama,Santo Antônio do Grama,316010,31060
3160207,Santo Antônio do Itambé,Santo Antônio do Itambé,316020,31095
3160306,Santo Antônio do Jacinto,Santo Antônio do Jacinto,316030,31094
3160405,Santo Antônio do Monte,Santo Antônio do Monte,316040,31087
3160454,Santo Antônio do Retiro,Santo Antônio do Retiro,316045,31085
3160504,Santo Antônio do Rio Abaixo,Santo Antônio do Rio Abaixo,316050,31021
3160603,Santo Hipólito,Santo Hipólito,316060,31019
3160702,Santos Dumont,Santos Dumont,316070,31046
3160801,São Bento Abade,São Bento Abade,316080,31010
3160900,São Brás do Suaçuí,São Brás do Suaçuí,316090,31078
3160959,São Domingos das Dores,São Domingos das Dores,316095,31034
3161007,São Domingos do Prata,São Domingos do Prata,316100,31023
3161056,São Félix de Minas,São Félix de Minas,316105,31038
3161106,São Francisco,São Francisco,316110,31049
3161205,São Francisco de Paula,São Francisco de Paula,316120,31088
3161304,São Francisco de Sales,São Francisco de Sales,316130,31071
3161403,São Francisco do Glória,São Francisco do Glória,316140,31045
3161502,São Geraldo,São Geraldo,316150,31048
3161601,São Geraldo da Piedade,São Geraldo da Piedade,316160,31036
3161650,São Geraldo do Baixio,São Geraldo do Baixio,316165,31036
3161700,São Gonçalo do Abaeté,São Gonçalo do Abaeté,316170,31057
3161809,São Gonçalo do Pará,São Gonçalo do Pará,316180,31086
3161908,São Gonçalo do Rio Abaixo,São Gonçalo do Rio Abaixo,316190,31021
3162005,São Gonçalo do Sapucaí,São Gonçalo do Sapucaí,316200,31012
3162104,São Gotardo,São Gotardo,316210,31082
3162203,São João Batista do Glória,São João Batista do Glória,316220,31092
3162252,São João da Lagoa,São João da Lagoa,316225,31050
3162302,São João da Mata,São João da Mata,316230,31007
3162401,São João da Ponte,São João da Ponte,316240,31049
3162450,São João das Missões,São João das Missões,316245,31076
3162500,São João del Rei,São João del Rei,316250,31015
3162559,São João do Manhuaçu,São João do Manhuaçu,316255,31059
3162575,São João do Manteninha,São João do Manteninha,316257,31038
3162609,São João do Oriente,São João do Oriente,316260,31037
3162658,São João do Pacuí,São João do Pacuí,316265,31050
3162708,São João do Paraíso,São João do Paraíso,316270,31085
3162807,São João Evangelista,São João Evangelista,316280,31080
3162906,São João Nepomuceno,São João Nepomuceno,316290,31047
3162922,São Joaquim de Bicas,São Joaquim de Bicas,316292,31017
3162948,São José da Barra,São José da Barra,316294,31092
3162955,São José da Lapa,São José da Lapa,316295,31025
3163003,São José da Safira,São José da Safira,316300,31036
3163102,São José da Varginha,São José da Varginha,316310,31032
3163201,São José do Alegre,São José do Alegre,316320,31003
3163300,São José do Divino,São José do Divino,316330,31096
3163409,São José do Goiabal,São José do Goiabal,316340,31060
3163508,São José do Jacuri,São José do Jacuri,316350,31080
3163607,São José do Mantimento,São José do Mantimento,316360,31059
3163706,São Lourenço,São Lourenço,316370,31008
3163805,São Miguel do Anta,São Miguel do Anta,316380,31061
3163904,São Pedro da União,São Pedro da União,316390,31002
3164001,São Pedro dos Ferros,São Pedro dos Ferros,316400,31060
3164100,São Pedro do Suaçuí,São Pedro do Suaçuí,316410,31080
3164209,São Romão,São Romão,316420,31049
3164308,São Roque de Minas,São Roque de Minas,316430,31093
3164407,São Sebastião da Bela Vista,São Sebastião da Bela Vista,316440,31007
3164431,São Sebastião da Vargem Alegre,São Sebastião da Vargem Alegre,316443,31045
3164472,São Sebastião do Anta,São Sebastião do Anta,316447,31034
3164506,São Sebastião do Maranhão,São Sebastião do Maranhão,316450,31081
3164605,São Sebastião do Oeste,São Sebastião do Oeste,316460,31086
3164704,São Sebastião do Paraíso,São Sebastião do Paraíso,316470,31009
3164803,São Sebastião do Rio Preto,São Sebastião do Rio Preto,316480,31021
3164902,São Sebastião do Rio Verde,São Sebastião do Rio Verde,316490,31008
3165008,São Tiago,São Tiago,316500,31015
3165107,São Tomás de Aquino,São Tomás de Aquino,316510,31009
3165206,São Thomé das Letras,São Thomé das Letras,316520,31010
3165305,São Vicente de Minas,São Vicente de Minas,316530,31015
3165404,Sapucaí-Mirim,Sapucaí-Mirim,316540,31003
3165503,Sardoá,Sardoá,316550,31036
3165537,Sarzedo,Sarzedo,316553,31018
3165552,Setubinha,Setubinha,316555,31099
3165560,Sem-Peixe,Sem-Peixe,316556,31060
3165578,Senador Amaral,Senador Amaral,316557,31007
3165602,Senador Cortes,Senador Cortes,316560,31047
3165701,Senador Firmino,Senador Firmino,316570,31048
3165800,Senador José Bento,Senador José Bento,316580,31007
3165909,Senador Modestino Gonçalves,Senador Modestino Gonçalves,316590,31026
3166006,Senhora de Oliveira,Senhora de Oliveira,316600,31079
3166105,Senhora do Porto,Senhora do Porto,316610,31020
3166204,Senhora dos Remédios,Senhora dos Remédios,316620,31013
3166303,Sericita,Sericita,316630,31060
3166402,Seritinga,Seritinga,316640,31008
3166501,Serra Azul de Minas,Serra Azul de Minas,316650,31095
3166600,Serra da Saudade,Serra da Saudade,316660,31028
3166709,Serra dos Aimorés,Serra dos Aimorés,316670,31066
3166808,Serra do Salitre,Serra do Salitre,316680,31057
3166907,Serrania,Serrania,316690,31001
3166956,Serranópolis de Minas,Serranópolis de Minas,316695,31052
3167004,Serranos,Serranos,316700,31008
3167103,Serro,Serro,316710,31095
3167202,Sete Lagoas,Sete Lagoas,316720,31024
3167301,Silveirânia,Silveirânia,316730,31048
3167400,Silvianópolis,Silvianópolis,316740,31007
3167509,Simão Pereira,Simão Pereira,316750,31097
3167608,Simonésia,Simonésia,316760,31059
3167707,Sobrália,Sobrália,316770,31036
3167806,Soledade de Minas,Soledade de Minas,316780,31008
3167905,Tabuleiro,Tabuleiro,316790,31048
3168002,Taiobeiras,Taiobeiras,316800,31085
3168051,Taparuba,Taparuba,316805,31059
3168101,Tapira,Tapira,316810,31070
3168200,Tapiraí,Tapiraí,316820,31030
3168309,Taquaraçu de Minas,Taquaraçu de Minas,316830,31016
3168408,Tarumirim,Tarumirim,316840,31036
3168507,Teixeiras,Teixeiras,316850,31061
3168606,Teófilo Otoni,Teófilo Otoni,316860,31099
3168705,Timóteo,Timóteo,316870,31035
3168804,Tiradentes,Tiradentes,316880,31015
3168903,Tiros,Tiros,316890,31082
3169000,Tocantins,Tocantins,316900,31048
3169059,Tocos do Moji,Tocos do Moji,316905,31007
3169109,Toledo,Toledo,316910,31007
3169208,Tombos,Tombos,316920,31042
3169307,Três Corações,Três Corações,316930,31010
3169356,Três Marias,Três Marias,316935,31019
3169406,Três Pontas,Três Pontas,316940,31011
3169505,Tumiritinga,Tumiritinga,316950,31036
3169604,Tupaciguara,Tupaciguara,316960,31075
3169703,Turmalina,Turmalina,316970,31027
3169802,Turvolândia,Turvolândia,316980,31007
3169901,Ubá,Ubá,316990,31048
3170008,Ubaí,Ubaí,317000,31049
3170057,Ubaporanga,Ubaporanga,317005,31034
3170107,Uberaba,Uberaba,317010,31072
3170206,Uberlândia,Uberlândia,317020,31075
3170305,Umburatiba,Umburatiba,317030,31062
3170404,Unaí,Unaí,317040,31058
3170438,União de Minas,União de Minas,317043,31071
3170479,Uruana de Minas,Uruana de Minas,317047,31058
3170503,Urucânia,Urucânia,317050,31060
3170529,Urucuia,Urucuia,317052,31049
3170578,Vargem Alegre,Vargem Alegre,317057,31034
3170602,Vargem Bonita,Vargem Bonita,317060,31093
3170651,Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo,317065,31085
3170701,Varginha,Varginha,317070,31012
3170750,Varjão de Minas,Varjão de Minas,317075,31057
3170800,Várzea da Palma,Várzea da Palma,317080,31055
3170909,Varzelândia,Varzelândia,317090,31049
3171006,Vazante,Vazante,317100,31057
3171030,Verdelândia,Verdelândia,317103,31052
3171071,Veredinha,Veredinha,317107,31027
3171105,Veríssimo,Veríssimo,317110,31072
3171154,Vermelho Novo,Vermelho Novo,317115,31034
3171204,Vespasiano,Vespasiano,317120,31025
3171303,Viçosa,Viçosa,317130,31061
3171402,Vieiras,Vieiras,317140,31045
3171501,Mathias Lobato,Mathias Lobato,317150,31036
3171600,Virgem da Lapa,Virgem da Lapa,317160,31064
3171709,Virgínia,Virgínia,317170,31008
3171808,Virginópolis,Virginópolis,317180,31020
3171907,Virgolândia,Virgolândia,317190,31036
